5,6,16,9,13,19,7,18,4,8,14,12,2,17,0,1,11,15,3,10
11,18,3,16,9,4,14,7,17,2,13,1,6,8,0,12,5,15,10,19
7,13,17,19,9,0,4,11,6,1,16,12,2,5,14,3,10,8,18,15
2,16,3,7,8,18,15,12,1,4,10,6,0,5,13,14,17,11,9,19
19,17,10,11,12,1,15,3,9,13,8,0,18,16,6,5,14,4,2,7
16,5,10,18,14,17,3,4,9,15,19,7,8,2,6,1,12,13,11,0
15,18,17,16,14,12,11,13,19,8,5,3,1,7,4,10,0,9,6,2
12,10,0,9,7,18,15,14,5,1,2,8,13,11,17,16,6,4,19,3
15,3,4,8,12,5,18,11,13,17,6,14,1,2,10,0,9,7,16,19
10,4,13,2,16,18,19,5,3,14,1,8,6,9,17,15,0,11,7,12
19,17,1,14,18,10,11,6,4,2,3,5,13,9,15,7,0,16,12,8
4,2,1,11,5,15,17,7,9,3,13,12,14,19,18,16,10,8,0,6
10,3,2,19,0,13,15,5,16,7,12,8,18,14,4,1,11,9,6,17
11,6,4,10,16,1,0,14,15,18,19,9,12,3,7,13,8,2,17,5
10,11,18,19,4,3,7,5,8,12,15,0,13,16,6,2,17,14,9,1
8,1,9,12,4,0,19,16,3,6,15,13,11,10,18,7,2,14,17,5
15,11,1,19,18,3,8,4,6,10,2,0,9,7,17,5,16,12,13,14
11,1,9,2,13,15,5,18,3,6,10,19,0,17,12,14,4,16,7,8
12,10,13,4,14,9,16,0,15,17,19,2,7,8,1,3,11,6,5,18
6,9,15,14,0,3,18,10,8,16,13,4,7,1,11,2,19,5,17,12
19,11,13,5,3,17,2,10,9,0,18,12,15,16,14,6,4,8,1,7
18,15,6,9,19,10,12,0,1,3,13,5,4,11,7,14,16,8,17,2
15,12,13,11,7,5,6,18,19,10,16,14,1,2,9,3,17,8,0,4
18,1,13,4,9,19,17,14,10,16,2,12,3,0,15,5,7,8,11,6
5,2,18,19,7,6,4,14,12,17,1,9,0,3,15,8,10,16,11,13
8,2,16,7,3,1,12,14,9,15,0,4,10,19,17,5,18,6,11,13
15,14,18,17,3,9,5,7,12,6,11,0,8,19,13,16,10,1,2,4
13,14,8,18,3,11,1,0,7,2,4,16,9,6,12,5,17,10,19,15
13,10,7,1,0,9,19,12,4,2,17,5,16,8,18,11,15,3,6,14
5,14,18,9,7,16,19,17,6,4,2,10,8,1,13,3,0,12,11,15
11,7,16,4,18,10,15,3,8,9,13,12,2,6,14,5,0,17,1,19
9,13,0,19,18,5,12,6,2,3,17,15,7,1,4,8,11,16,14,10
12,0,14,4,10,19,13,11,17,18,3,7,6,8,1,9,5,15,16,2
5,19,16,2,3,4,6,12,14,0,9,17,15,8,1,11,13,10,7,18
11,6,19,15,13,16,18,5,1,2,7,10,4,0,8,3,14,9,12,17
9,8,0,19,4,6,7,18,11,15,17,5,14,2,1,16,13,12,10,3
0,5,12,8,11,3,14,1,6,15,9,16,13,2,19,4,17,10,7,18
16,5,17,12,0,3,7,10,1,15,18,9,19,13,14,4,11,8,2,6
3,14,11,12,5,1,18,7,0,4,8,10,15,17,6,13,19,16,2,9
18,10,0,14,1,6,5,12,8,19,9,11,15,16,3,13,7,2,4,17
6,17,12,8,10,14,13,5,7,0,11,2,18,19,3,1,9,16,4,15
19,3,7,4,5,1,14,2,15,8,12,6,10,13,9,18,11,0,16,17
9,5,15,19,4,7,0,16,2,8,1,11,14,13,17,3,10,6,18,12
7,4,10,9,15,11,14,18,3,5,8,1,19,12,13,16,2,0,6,17
4,1,11,16,12,2,17,18,7,8,19,3,13,0,10,15,5,14,9,6
9,4,8,0,13,18,2,17,15,6,3,5,10,12,14,1,16,7,19,11
12,5,13,6,19,7,3,17,14,2,8,11,10,4,1,18,15,9,16,0
11,1,13,9,19,14,7,2,4,10,0,18,3,17,6,16,5,15,8,12
4,3,2,5,17,1,19,14,0,11,16,15,6,10,12,9,13,18,7,8
13,2,6,7,14,12,10,16,9,4,15,8,5,0,3,1,17,11,18,19
8,16,2,1,11,9,15,7,19,18,12,0,6,13,17,5,10,3,4,14
0,5,16,7,11,1,14,19,9,6,18,3,4,12,10,17,15,8,2,13
19,7,5,3,8,6,14,0,15,1,2,12,4,10,16,9,11,18,13,17
11,3,1,6,19,9,5,7,18,12,17,16,4,0,15,14,10,13,8,2
12,4,6,9,0,3,1,2,18,5,16,7,10,11,14,13,19,8,15,17
12,8,6,11,3,1,15,4,17,19,18,14,0,2,10,16,7,5,9,13
15,17,14,0,6,3,19,12,4,16,7,5,11,13,18,2,8,10,1,9
8,5,1,14,17,4,12,2,9,11,6,16,13,0,10,18,3,15,19,7
4,19,18,15,8,3,11,1,7,12,17,0,14,16,2,13,10,5,6,9
4,18,6,17,14,1,10,0,15,16,5,13,19,2,12,11,9,7,8,3
7,16,11,12,13,15,6,2,5,9,10,14,19,17,4,3,18,0,1,8
10,13,11,2,6,1,17,0,12,19,16,5,4,14,9,15,8,18,7,3
0,12,17,15,16,9,8,4,7,19,14,13,5,11,18,6,2,10,1,3
3,8,17,19,16,7,5,14,15,18,12,11,0,6,1,10,13,2,9,4
6,16,8,11,15,17,13,18,0,12,10,2,3,4,5,14,1,19,7,9
6,19,2,15,16,8,1,13,18,5,4,11,12,14,7,3,0,9,17,10
8,11,18,0,2,5,6,14,7,3,4,17,12,15,16,10,9,13,1,19
9,3,14,2,8,11,0,13,17,5,15,6,1,4,7,12,10,16,19,18
12,3,17,15,8,13,5,14,4,0,7,10,6,2,1,16,18,9,19,11
5,13,2,3,17,16,6,9,7,18,12,19,10,15,4,1,14,8,11,0
6,18,0,2,14,15,9,3,10,7,17,1,8,16,12,5,13,11,4,19
13,5,14,17,6,11,18,3,10,7,2,1,0,16,4,8,15,19,12,9
1,9,8,18,19,2,3,0,13,7,16,12,17,14,6,4,15,10,5,11
18,11,6,4,9,5,16,0,1,17,10,15,2,19,8,14,3,12,7,13
19,14,9,4,6,7,8,13,1,0,2,11,10,5,16,3,18,12,15,17
8,6,4,10,5,9,7,12,15,19,18,2,17,14,11,1,16,0,3,13
12,13,9,17,3,19,8,18,15,4,14,10,16,6,7,0,5,1,2,11
14,2,16,18,4,5,17,0,12,10,3,1,9,6,13,15,19,11,7,8
7,4,14,18,8,17,19,15,9,11,2,16,12,0,10,1,13,3,6,5
11,12,14,2,3,0,15,9,4,7,1,6,10,19,13,8,18,5,17,16
16,7,19,15,10,0,6,11,8,12,2,13,18,5,1,9,17,14,4,3
6,15,4,17,8,0,18,11,2,5,7,10,12,1,16,19,3,13,9,14
14,1,0,9,17,4,13,11,2,8,18,10,7,19,5,15,6,16,3,12
19,14,11,17,1,12,13,7,15,0,3,6,2,5,4,9,10,8,16,18
2,1,13,9,8,6,0,14,10,7,12,3,16,15,19,11,17,4,5,18
18,7,13,16,10,0,4,11,15,5,12,6,14,1,2,3,19,8,17,9
14,17,15,6,7,12,0,9,16,11,8,18,3,2,19,1,13,4,5,10
15,5,4,11,17,16,10,0,3,1,12,6,9,18,8,7,14,13,2,19
19,8,1,15,14,6,3,16,5,11,7,18,13,4,10,12,0,2,9,17
18,2,13,7,1,17,14,0,6,3,8,11,5,4,10,12,15,9,19,16
15,17,1,9,5,19,3,0,14,4,16,2,8,12,6,7,13,18,11,10
5,19,8,0,6,2,14,18,16,7,10,11,1,3,12,13,9,4,15,17
