35,79,29,85,22,70,34,45,65,48
56,10,62,84,63,19,39,33,58,88
33,90,26,78,20,37,24,5,9,36
95,29,2,84,79,76,32,55,9,31
20,58,33,37,52,78,71,22,0,38
12,4,27,94,91,1,30,75,97,69
51,8,64,97,29,48,96,82,30,34
49,55,59,77,79,87,56,37,33,84
85,10,38,43,27,34,6,32,79,90
94,37,10,61,52,39,8,79,68,38
91,56,22,79,12,88,50,34,3,28
46,14,32,41,26,75,8,33,62,15
59,82,1,49,2,76,94,27,45,29
37,86,22,74,95,52,3,27,30,81
67,25,79,71,69,55,80,23,35,99
31,47,12,6,85,76,34,44,39,59
38,24,36,84,8,56,11,42,58,1
32,52,3,36,31,78,50,83,53,40
46,6,38,77,90,45,36,96,53,34
12,9,41,16,77,86,64,63,44,81
92,99,30,81,20,42,76,69,28,84
42,49,94,43,81,11,74,33,5,92
22,74,54,38,13,75,64,83,44,81
46,51,38,8,9,87,75,97,86,5
97,67,9,85,54,33,62,50,78,26
34,28,50,47,10,79,90,2,62,46
5,86,33,58,54,83,66,87,12,13
95,45,77,57,68,93,88,92,17,27
56,10,50,93,14,61,17,95,81,7
33,28,39,57,37,81,22,8,85,6
11,47,61,0,53,56,46,62,69,81
25,17,96,91,28,64,93,83,86,43
40,71,95,87,67,31,20,11,16,32
79,35,78,70,44,66,62,1,75,24
2,45,1,7,79,78,61,24,97,10
69,94,78,67,33,10,56,59,7,22
66,7,74,15,70,42,68,55,38,9
3,84,8,53,92,16,54,85,63,24
0,23,67,14,47,84,98,11,82,33
99,72,24,2,3,39,87,66,77,35
58,45,7,76,60,82,26,64,54,65
86,52,38,97,92,39,80,62,68,35
31,90,1,11,70,0,97,72,29,8
9,74,11,69,16,37,48,49,24,83
64,8,92,87,39,60,15,49,35,38
81,0,29,43,49,32,27,35,60,80
24,2,46,29,11,8,27,3,18,38
65,17,7,9,91,59,96,21,0,45
6,60,17,26,12,71,75,53,58,67
39,46,64,60,29,11,36,56,50,31
88,56,99,5,86,60,39,15,98,10
34,72,91,36,71,89,41,47,30,81
40,0,99,81,98,85,36,27,93,51
69,52,98,39,40,14,90,3,74,59
94,73,50,15,20,38,27,33,35,97
67,63,58,75,78,8,42,24,2,33
43,51,7,98,53,59,6,39,22,71
75,42,4,2,30,92,80,97,47,51
49,68,6,39,8,3,59,63,89,88
35,39,16,96,79,2,62,47,37,83
13,55,16,35,63,82,90,60,21,94
26,70,9,8,62,51,68,19,22,96
43,55,65,25,54,27,81,58,32,45
40,32,45,58,63,38,64,35,43,67
4,25,68,64,3,39,61,16,24,67
2,93,57,90,76,0,26,30,5,94
34,30,23,67,69,42,96,93,95,36
77,46,80,14,63,41,91,58,26,74
21,80,12,52,60,83,74,17,65,86
39,15,10,21,42,77,94,54,50,80
58,88,74,42,24,67,54,39,86,3
30,1,80,68,97,51,83,74,16,41
85,58,67,23,6,92,11,14,19,47
90,70,37,98,67,49,25,11,4,94
24,36,1,87,41,23,39,66,60,56
52,87,57,16,65,42,45,38,34,82
67,25,50,28,68,35,65,86,88,37
49,69,17,90,34,95,58,59,60,15
9,66,62,83,11,50,27,76,51,26
59,98,81,47,71,25,41,67,61,94
35,8,59,11,53,20,84,62,77,79
47,33,87,19,73,79,70,15,42,40
30,95,18,14,38,2,19,10,4,75
54,28,2,74,52,44,57,81,3,65
25,95,16,56,81,29,83,85,70,31
43,97,86,99,68,12,79,3,27,67
95,57,5,93,11,98,66,58,4,72
80,58,68,29,99,56,92,55,11,79
11,33,10,67,48,68,59,94,4,91
11,69,42,39,90,52,94,41,61,66
61,77,10,38,5,46,74,47,68,97
52,39,75,97,47,95,5,3,85,67
79,20,86,42,45,32,61,60,19,90
47,12,78,15,39,7,94,11,73,59
56,39,5,64,54,96,73,61,6,89
21,1,76,72,97,26,25,32,40,30
58,92,11,22,99,52,91,0,57,37
48,35,67,9,27,38,4,2,1,17
44,13,12,45,69,48,68,55,86,94
67,20,12,18,35,16,3,7,56,54
