83,45,25,39,93,38,21,62,50,73,91,6,13,57,36,49,99,78,7,15,18,76,71,66,65,10,43,72,51,59,80,35,14,75,86,58,19,85,34,88,56,42,64,63,98,2,11,96,12,82,37,24,33,90,44,53,17,26,55,60,52,69,0,47,28,1,32,54,61,40,89,3,77,29,41,9,30,23,74,4,8,92,48,94,81,46,20,70,87,27,31,84,5,68,79,67,95,97,16,22
52,37,33,5,93,4,38,90,44,59,53,71,10,30,3,42,56,82,13,91,47,17,43,65,26,51,85,55,25,24,9,15,62,41,7,78,14,79,16,66,95,29,87,22,8,50,75,61,21,84,88,76,48,18,35,11,69,32,80,1,83,96,6,45,54,31,60,27,2,46,49,36,86,0,97,70,39,57,20,98,72,23,34,63,19,67,73,68,92,28,89,58,40,64,99,12,77,74,94,81
88,2,62,68,91,76,63,65,55,94,36,20,10,27,51,75,30,53,17,31,93,3,50,95,22,25,37,92,71,4,49,86,18,47,89,46,5,28,84,24,54,61,58,69,99,96,80,11,29,40,57,9,33,64,43,73,77,90,60,66,12,6,70,74,97,98,85,23,81,8,44,59,26,39,0,21,14,79,67,52,78,41,7,19,48,35,82,15,56,87,16,42,45,32,72,34,38,13,83,1
61,94,56,0,87,52,28,66,90,62,23,99,43,95,93,8,88,77,36,79,53,42,27,41,49,57,31,58,9,15,17,16,5,22,38,83,7,50,60,96,29,14,37,82,4,71,72,64,20,32,81,35,48,55,21,11,3,1,46,25,80,6,75,24,19,12,47,67,45,98,89,30,39,85,54,33,74,34,69,40,97,70,73,13,91,63,65,76,86,68,2,92,59,10,51,26,78,18,44,84
3,89,49,72,13,22,62,28,61,0,14,74,55,47,17,79,68,67,98,21,4,45,58,54,40,39,73,91,51,81,8,84,80,34,31,33,69,23,44,2,20,83,92,88,10,76,37,65,11,41,77,26,18,7,66,50,90,15,75,99,93,48,64,16,52,70,60,19,78,46,35,85,97,57,1,53,9,56,32,43,5,24,25,71,6,87,42,96,27,63,94,38,86,30,95,82,36,29,59,12
31,5,18,12,10,17,81,86,35,34,55,96,8,71,84,11,57,42,75,36,98,7,46,54,48,94,73,97,91,14,69,3,90,33,78,16,80,85,40,39,60,67,26,53,6,24,2,56,29,22,47,76,88,66,62,20,44,38,32,23,45,21,64,68,25,65,15,43,63,58,61,1,41,83,74,99,52,93,72,49,13,92,4,87,51,37,19,27,79,89,9,95,30,28,77,50,70,0,82,59
54,66,83,10,32,37,61,41,21,56,7,30,90,51,88,22,13,73,15,28,70,64,65,1,5,20,84,60,96,2,85,82,81,36,45,6,91,27,89,40,67,74,50,80,9,98,69,59,14,39,48,46,79,43,18,17,62,99,68,77,78,8,0,26,87,76,3,55,33,75,86,23,93,19,97,47,42,53,95,44,58,63,34,16,24,38,11,49,29,52,4,35,71,12,72,25,92,57,31,94
70,37,25,50,79,92,67,29,68,46,56,12,45,4,53,73,21,32,94,6,14,2,17,60,34,86,95,47,18,72,80,26,35,16,1,5,65,71,97,69,54,19,74,77,78,28,93,23,43,20,87,9,84,22,58,88,8,90,82,31,64,99,24,15,59,75,39,51,81,7,52,3,13,27,76,89,85,30,10,63,40,91,42,48,57,49,66,44,61,55,96,98,83,36,38,62,41,11,33,0
2,94,34,75,85,21,4,78,66,32,11,73,55,90,27,51,22,65,54,12,57,74,39,53,40,87,24,46,96,97,45,8,64,33,92,30,37,23,91,1,62,17,15,93,16,29,70,9,5,61,95,41,83,58,67,89,86,38,69,6,79,20,98,35,0,3,63,48,88,26,49,18,43,10,31,84,44,81,72,47,25,82,76,59,52,60,14,50,28,42,13,7,77,71,99,80,56,36,19,68
97,71,1,40,93,9,5,57,85,37,66,30,13,68,33,72,84,24,42,0,91,7,27,74,14,81,19,53,50,67,49,58,89,18,6,23,25,62,2,54,29,10,47,15,98,77,20,12,86,78,52,31,82,56,70,59,64,17,87,11,32,92,8,96,44,26,95,41,79,63,16,39,4,76,88,45,21,94,35,83,36,51,28,73,48,80,69,38,99,3,46,22,43,75,55,34,61,60,65,90
