45,3,36,48,32
48,12,13,26,20
20,18,19,4,22
34,16,36,3,7
28,12,15,11,6
24,37,47,9,33
39,15,17,6,34
36,9,21,25,28
41,21,22,30,25
29,8,43,48,16
9,12,46,28,19
38,8,21,11,17
33,42,6,20,35
33,13,22,10,5
22,3,23,38,48
32,27,17,21,13
31,11,2,25,0
36,10,30,27,22
49,0,23,41,1
21,18,16,43,1
31,23,17,27,44
5,15,19,45,42
9,31,16,1,15
35,42,31,22,5
19,6,2,24,14
27,37,46,38,11
13,23,21,2,4
16,25,40,23,29
18,0,26,9,40
18,24,3,29,32
21,43,40,46,26
35,42,19,24,41
44,32,24,4,13
34,30,24,7,22
12,5,19,4,33
29,30,47,21,9
41,32,1,45,24
8,45,19,47,9
12,15,5,47,17
44,7,15,12,41
45,13,35,43,41
45,24,10,34,21
29,40,10,9,18
13,31,48,47,9
46,31,23,29,20
42,46,47,16,24
27,1,24,0,38
21,2,29,37,18
26,34,14,22,32
42,14,17,33,23
13,49,12,16,14
38,43,17,39,40
31,28,42,46,32
37,27,26,15,7
10,7,45,30,31
30,4,8,5,15
18,15,8,11,3
16,13,6,25,15
15,37,34,21,6
1,11,29,3,0
39,2,25,0,13
41,16,29,1,17
25,35,38,9,33
8,16,25,11,7
48,9,1,24,28
26,9,0,5,28
32,37,15,29,39
41,12,19,47,34
10,7,37,0,31
18,31,38,16,43
19,14,0,49,42
15,47,0,22,45
15,48,7,38,9
29,42,33,19,14
38,25,0,19,8
7,34,21,0,5
41,22,37,11,47
25,20,41,38,3
21,29,41,45,25
45,2,49,47,43
27,36,14,35,34
35,46,2,42,25
23,46,32,43,2
28,44,26,49,21
0,15,3,1,16
36,3,46,33,29
7,40,31,17,15
5,29,27,39,34
27,11,29,22,46
28,7,8,27,14
49,6,8,37,14
1,44,34,29,5
40,43,24,46,44
18,34,7,36,21
41,4,34,7,22
13,27,7,30,20
30,29,44,46,3
8,32,6,17,46
41,48,29,20,18
18,0,3,34,47
