19,9,17,2,4,8,1,18,0,12,13,5,7,6,3,16,11,14,10,15
3,9,6,18,10,19,2,11,1,7,5,13,12,16,15,14,17,4,0,8
6,14,18,8,9,12,3,4,1,7,13,10,11,0,17,16,19,15,5,2
18,3,11,15,14,0,9,16,2,6,19,4,17,1,5,8,12,13,7,10
1,12,5,9,16,15,4,13,2,17,19,14,7,3,6,8,10,11,0,18
11,12,13,19,0,1,8,9,15,14,5,3,2,7,4,10,17,18,16,6
13,19,2,11,14,18,17,8,9,5,3,16,10,1,15,6,0,12,7,4
16,11,19,3,15,1,9,4,8,18,7,10,0,14,13,6,12,2,17,5
3,13,5,6,12,4,16,19,1,11,0,7,9,18,15,8,14,17,2,10
14,10,13,8,5,19,12,2,4,17,6,1,9,7,16,0,15,18,11,3
19,15,12,4,17,10,16,3,8,18,2,0,13,7,9,14,1,6,11,5
12,0,5,14,17,19,16,10,8,1,3,2,15,11,13,4,18,7,6,9
2,15,19,8,17,6,3,1,18,5,4,10,14,12,7,9,11,0,16,13
7,11,19,4,16,15,3,12,2,14,5,13,17,9,1,6,10,8,0,18
8,12,14,6,4,17,9,5,7,0,18,16,15,3,10,19,1,11,2,13
14,11,5,17,19,10,4,18,12,2,0,3,13,16,7,6,1,8,9,15
16,4,8,11,15,10,14,12,6,19,9,1,5,0,2,7,17,13,3,18
8,18,1,4,0,3,7,16,19,10,2,5,14,13,15,6,9,12,11,17
12,13,1,0,9,11,16,4,18,14,10,2,5,19,7,6,3,17,8,15
11,7,15,8,13,16,17,10,9,5,12,0,3,2,14,4,19,6,1,18
0,12,18,4,14,11,7,5,17,10,8,1,15,3,2,19,13,16,6,9
13,12,5,7,3,16,19,11,2,18,1,15,0,8,10,17,9,14,6,4
7,4,9,15,16,19,17,2,6,18,3,11,8,10,0,12,1,14,5,13
8,13,10,17,6,5,15,16,1,11,18,7,0,2,3,4,12,14,9,19
10,2,9,3,18,5,14,12,1,17,15,8,0,16,13,11,19,6,4,7
16,18,13,15,17,3,12,10,2,14,9,6,8,1,11,5,19,7,4,0
8,1,19,16,18,5,6,12,11,7,13,0,10,2,4,17,3,15,14,9
6,2,15,16,1,4,7,12,11,3,8,17,10,14,0,18,13,19,5,9
11,15,7,19,4,3,18,5,16,8,6,10,9,17,2,14,1,12,13,0
9,8,2,1,16,10,7,6,15,12,4,13,18,0,5,3,19,17,11,14
17,10,3,18,9,4,13,14,19,0,5,15,11,2,8,1,16,12,6,7
18,11,9,10,16,12,0,2,8,6,13,7,15,4,19,14,1,3,5,17
13,14,4,10,7,1,16,6,12,0,2,8,9,18,17,15,11,3,19,5
12,1,0,16,8,4,13,7,3,11,15,14,6,10,2,18,17,19,9,5
2,8,10,18,6,17,1,11,19,14,0,9,7,5,13,12,16,3,4,15
14,2,7,12,6,3,18,8,10,16,15,19,4,0,17,9,11,13,5,1
15,10,4,8,9,0,14,17,16,3,1,7,2,13,11,18,5,6,12,19
4,16,6,13,19,2,9,12,1,0,10,15,11,5,18,8,14,3,17,7
14,8,4,6,0,10,19,11,13,12,16,3,15,9,18,5,7,17,2,1
0,17,18,7,12,4,11,13,10,6,15,19,3,8,5,9,1,14,2,16
11,16,9,3,7,14,18,0,10,1,5,12,19,4,17,2,15,8,6,13
4,19,12,11,0,15,5,8,6,13,14,9,3,1,2,17,7,10,18,16
13,0,6,9,18,19,10,15,7,8,3,14,1,2,11,17,16,4,5,12
12,16,3,11,7,2,10,0,19,15,9,4,13,18,1,17,5,14,6,8
14,11,12,15,7,10,6,13,5,2,17,4,3,1,19,8,9,18,0,16
14,4,13,0,10,5,9,3,12,11,7,18,19,8,17,1,15,2,16,6
9,13,18,2,1,16,12,3,6,15,17,11,0,19,7,10,14,4,8,5
10,15,1,7,4,5,14,6,9,19,13,8,18,3,17,11,16,2,12,0
13,15,5,18,9,3,1,10,19,0,11,4,8,17,7,2,14,12,16,6
18,0,8,9,17,12,10,16,3,2,5,6,14,13,11,15,19,4,7,1
7,4,18,17,19,9,5,15,11,6,2,1,16,14,12,3,0,10,13,8
12,14,2,3,19,15,0,9,6,17,13,5,4,18,10,11,16,1,7,8
15,11,6,12,17,19,0,10,8,9,7,1,5,2,16,14,18,4,13,3
4,16,10,17,0,12,5,13,3,14,11,6,7,19,2,8,15,1,9,18
9,13,0,3,7,1,8,2,11,15,19,14,16,12,17,6,18,5,4,10
16,9,10,17,12,8,13,19,15,5,0,18,11,4,14,7,3,2,6,1
3,11,9,0,6,17,19,1,16,15,2,4,7,14,18,12,8,5,10,13
11,0,14,13,15,16,2,5,7,6,1,8,3,19,18,17,10,9,12,4
10,8,4,1,15,6,16,13,17,12,11,5,18,9,7,3,0,14,2,19
17,1,8,11,4,0,10,15,13,9,12,18,2,7,3,16,5,19,14,6
4,16,13,9,10,17,18,19,6,8,5,7,11,14,2,12,3,0,1,15
13,0,14,1,2,18,10,16,6,17,7,5,4,3,15,9,11,8,19,12
13,4,19,17,10,2,16,18,0,6,3,12,15,11,1,9,5,14,8,7
14,11,2,18,12,13,19,10,16,15,3,4,1,8,7,5,0,17,6,9
5,16,19,6,11,14,3,18,15,1,7,12,17,2,9,13,8,4,10,0
7,12,14,19,10,11,6,9,2,18,17,13,4,5,16,8,0,1,15,3
6,11,17,5,10,19,3,2,14,16,8,18,4,0,7,12,1,15,13,9
7,6,16,5,11,1,14,8,0,13,2,9,19,3,18,12,15,17,10,4
