39,4,40,5,15
33,18,38,20,13
14,3,43,16,48
0,22,47,39,31
46,3,10,39,9
28,3,4,14,30
42,27,41,0,40
13,46,20,27,18
17,22,8,44,7
30,45,3,22,26
34,6,37,1,17
35,45,10,26,12
48,36,26,5,43
46,17,14,39,28
10,13,23,34,22
28,34,27,44,3
34,13,32,21,45
39,10,2,7,16
27,28,4,42,12
14,40,34,1,31
44,7,31,12,37
46,22,40,23,35
24,42,15,47,18
14,10,42,23,8
34,14,21,39,33
47,29,37,20,12
49,7,35,6,8
35,40,44,10,42
30,26,24,38,42
26,44,49,18,43
7,5,20,22,18
28,32,35,4,8
24,39,1,43,35
40,6,29,23,45
22,7,15,14,11
27,22,6,23,47
22,15,29,10,9
1,23,24,30,49
1,4,32,39,43
11,32,4,24,23
28,41,6,42,26
34,28,13,10,4
42,37,45,6,12
36,8,30,48,28
31,32,39,17,41
5,30,48,21,41
7,47,10,44,28
14,35,45,33,20
36,4,49,25,0
27,25,23,13,28
2,32,23,34,31
36,43,40,13,30
12,27,25,34,26
2,42,46,16,14
31,48,28,15,41
24,20,43,12,17
2,29,26,18,30
19,45,5,8,37
8,28,49,14,17
28,5,22,32,17
5,9,16,3,43
10,14,16,2,46
42,27,8,10,3
34,17,19,29,26
14,31,36,12,34
38,46,2,32,48
13,15,18,6,0
0,10,43,49,3
9,41,4,38,18
22,35,34,28,46
47,11,48,19,7
31,27,18,7,42
24,43,39,12,32
27,12,45,13,21
10,18,20,14,31
4,28,26,30,46
19,10,9,26,36
1,7,3,41,46
6,14,46,35,2
13,42,36,5,10
31,5,4,2,47
13,8,19,48,24
10,38,5,9,25
46,14,7,11,37
31,1,47,32,7
29,11,1,39,6
39,15,37,21,22
45,36,28,40,47
7,39,25,23,42
43,26,31,17,7
42,47,38,30,0
12,6,30,35,27
46,10,4,49,11
24,28,35,27,32
37,27,18,22,24
17,1,4,6,45
26,40,16,19,7
10,9,44,26,48
27,46,40,47,4
30,1,15,12,22
