34,48,26,40,38
15,24,47,1,30
39,28,38,11,0
6,19,42,2,28
16,34,18,10,27
0,19,16,45,34
32,21,48,44,23
45,35,0,49,31
15,25,29,21,49
19,29,34,12,47
6,19,14,40,29
7,2,37,20,12
36,5,46,45,13
4,13,34,22,32
37,45,48,16,34
17,39,2,29,20
44,10,37,2,0
7,44,22,36,32
16,20,11,8,46
21,27,31,16,45
36,43,2,19,21
45,2,5,28,3
22,13,49,31,39
5,19,11,21,32
7,26,9,48,49
7,23,47,19,40
1,42,27,45,0
47,32,43,7,8
35,24,20,13,3
38,42,27,18,2
41,43,16,32,6
12,9,35,8,46
47,8,10,41,9
11,17,49,43,8
27,22,20,11,29
46,45,23,31,20
13,35,12,5,9
28,0,42,1,17
30,48,39,28,18
32,49,6,11,23
4,46,5,43,22
30,15,49,46,16
0,31,12,11,14
13,12,0,45,49
8,39,20,37,35
43,30,28,41,27
21,17,41,33,45
20,19,21,45,33
29,33,2,40,8
37,10,9,30,18
41,18,34,3,49
6,15,3,11,42
31,22,34,13,39
38,24,15,49,21
19,37,45,22,34
36,18,14,21,24
7,5,24,12,21
27,18,14,6,48
22,48,23,20,42
5,41,6,8,22
49,19,12,32,27
14,39,11,27,1
23,10,35,28,22
39,42,45,9,48
7,0,13,33,27
21,18,40,20,29
6,43,35,2,4
18,43,42,12,44
34,45,27,30,1
49,48,40,33,5
17,13,37,0,24
15,27,11,33,47
31,6,3,1,28
27,39,43,0,10
1,18,13,9,2
38,6,0,8,16
46,10,31,6,32
8,16,10,14,28
1,13,20,41,9
11,43,7,1,25
35,10,15,37,7
25,36,12,46,33
21,41,27,39,38
44,5,23,37,14
25,13,22,43,19
42,10,5,12,11
31,12,4,10,39
21,13,29,48,44
26,21,29,25,23
11,16,47,8,28
5,7,27,35,8
40,31,44,20,9
2,32,36,14,1
15,0,48,37,24
23,21,14,33,29
21,25,9,28,48
1,25,4,41,14
9,28,29,43,49
40,8,23,14,20
22,47,23,1,4
