9,10,0,16,19,4,3,12,8,2,5,18,14,15,17,11,1,13,6,7
15,3,0,6,16,14,1,12,19,5,4,9,2,17,11,7,8,13,10,18
15,9,8,4,10,17,19,7,0,16,12,3,14,2,11,5,13,6,1,18
12,16,13,9,15,4,2,19,11,7,1,18,8,6,10,5,0,3,14,17
11,14,7,17,6,19,15,3,13,10,5,18,2,16,9,8,12,1,4,0
3,18,8,0,1,6,13,4,11,17,19,9,10,16,2,12,15,7,14,5
7,9,15,0,18,14,1,13,8,5,12,19,10,16,3,11,4,2,17,6
19,16,6,17,18,2,1,10,13,12,0,14,5,4,11,15,8,7,9,3
3,10,11,19,9,17,7,8,14,18,4,13,12,6,16,2,0,1,15,5
1,0,18,6,11,15,16,2,14,19,3,8,13,12,17,7,4,5,9,10
11,2,9,7,17,13,14,15,4,3,18,0,19,5,16,10,12,8,6,1
18,14,3,11,13,0,6,8,9,15,4,16,1,19,7,12,10,2,5,17
5,10,3,16,2,4,19,6,18,17,1,11,9,14,8,7,0,13,12,15
16,15,1,8,0,11,12,2,5,17,6,14,3,10,18,19,9,4,13,7
19,14,12,3,7,10,15,0,1,5,6,2,8,13,9,18,16,4,17,11
17,0,11,1,5,3,7,8,10,19,2,13,15,9,6,16,4,14,12,18
11,2,3,14,19,7,4,5,18,0,15,9,6,17,16,8,10,13,12,1
1,8,10,6,17,15,13,19,14,7,0,11,12,2,3,5,18,4,9,16
19,0,4,16,18,17,9,1,15,7,12,8,6,10,2,3,5,13,11,14
4,6,3,19,8,10,2,13,9,18,17,5,16,14,12,15,1,0,7,11
19,13,2,15,3,1,18,7,9,0,6,12,8,16,10,14,4,5,11,17
3,19,0,17,5,9,6,15,11,12,8,7,14,13,10,1,4,2,16,18
13,11,10,8,4,3,5,17,1,18,2,16,6,7,19,0,12,9,15,14
4,13,0,2,6,19,12,14,7,16,17,5,18,9,1,10,15,3,11,8
15,8,6,18,12,17,14,5,16,11,9,1,4,7,13,0,2,10,19,3
9,10,13,5,11,4,2,1,16,14,6,17,0,18,7,19,8,3,12,15
5,13,12,7,6,9,19,15,11,3,2,17,0,4,18,16,1,10,14,8
15,19,8,10,13,1,7,9,11,3,6,14,16,18,5,12,0,17,2,4
9,13,2,19,3,17,11,6,15,8,12,0,7,5,10,16,4,18,14,1
11,8,18,19,9,13,6,7,2,15,4,0,12,10,1,16,17,3,14,5
