90,91,60,71,76,40,20,86,83,5
46,6,17,49,39,63,87,50,8,84
16,36,95,15,76,85,90,57,46,27
65,19,41,46,39,2,49,89,76,71
32,11,80,50,70,41,33,46,17,16
8,83,63,22,16,39,50,97,98,75
58,77,93,14,82,81,50,54,73,41
24,39,90,97,60,50,70,45,82,94
83,2,0,62,18,1,40,43,28,75
28,57,45,96,6,86,11,38,22,58
97,23,89,79,90,46,1,3,87,78
1,74,58,15,71,80,64,19,50,96
21,17,42,95,46,58,54,49,74,77
78,10,47,64,6,24,74,60,23,88
69,31,34,28,64,60,39,43,87,92
1,63,37,25,41,52,2,71,70,35
25,77,11,80,45,42,18,5,3,47
65,60,89,26,96,45,99,43,51,34
6,54,74,67,39,85,49,66,78,16
22,30,57,46,90,59,55,85,52,45
10,36,71,1,22,79,80,35,5,33
1,71,17,24,87,76,43,68,69,38
22,31,92,51,74,57,2,20,34,55
29,33,24,65,10,18,0,39,22,16
12,96,49,24,79,93,90,67,20,77
0,52,96,98,57,16,28,56,73,90
31,22,55,79,19,4,86,25,42,28
11,17,4,83,79,53,31,26,60,0
97,68,45,14,25,39,46,99,9,72
38,53,2,89,50,93,94,85,74,84
82,78,48,55,19,29,51,25,17,28
85,7,65,60,91,78,1,4,23,81
86,45,48,55,80,6,53,52,91,79
24,94,10,26,59,35,96,88,14,17
19,28,32,17,58,13,44,60,99,26
22,8,85,92,2,77,98,7,6,37
79,76,65,16,14,44,18,95,31,46
42,24,58,59,84,55,60,39,44,22
54,83,22,48,39,41,82,86,93,44
97,8,69,35,59,49,0,21,60,6
97,16,36,15,60,25,44,91,54,59
20,86,50,37,9,82,4,30,16,31
87,58,2,42,90,3,9,88,64,52
81,65,25,39,56,98,80,92,58,94
58,11,83,1,52,14,47,62,69,84
43,82,71,37,36,31,55,99,47,29
88,79,43,84,20,58,19,92,55,85
84,57,41,97,23,52,89,17,9,34
11,48,71,82,35,89,14,44,75,72
61,48,13,2,71,98,57,75,64,96
61,46,15,89,22,30,81,82,56,1
67,92,12,83,42,54,38,40,29,10
82,10,6,14,11,95,94,66,87,4
79,69,78,54,86,51,6,57,68,47
85,59,55,93,37,65,92,54,90,2
24,30,45,87,95,38,47,68,1,36
22,35,40,26,63,8,59,31,27,47
95,99,18,39,61,40,43,76,32,25
53,16,95,4,55,84,1,14,71,10
71,51,84,81,34,6,41,9,31,17
62,7,15,33,43,36,83,87,37,86
93,35,3,50,77,79,17,95,56,12
76,18,24,96,4,3,62,30,28,97
96,47,93,61,37,69,13,39,91,23
52,60,70,65,62,54,75,49,45,76
54,36,6,58,91,27,1,74,96,43
26,46,53,80,50,67,61,72,4,1
66,30,97,76,22,2,15,80,78,27
87,52,29,39,26,49,57,65,41,91
14,37,74,7,47,27,82,20,17,84
3,67,63,0,17,16,57,69,88,38
54,94,65,46,47,5,52,17,71,81
68,38,70,53,76,41,56,8,13,82
75,11,22,94,96,32,87,45,33,61
38,3,6,91,45,79,52,75,88,71
28,83,98,73,90,49,68,92,64,70
55,38,29,70,80,82,92,1,28,22
3,38,61,77,98,42,48,6,64,84
32,25,47,2,15,62,88,17,23,85
21,9,64,79,98,96,35,52,43,1
23,6,85,57,67,0,34,14,41,20
63,72,23,38,42,4,82,21,39,22
18,90,89,75,44,81,37,38,46,58
44,32,64,56,5,37,4,61,85,69
0,33,68,84,58,42,10,39,28,43
97,6,90,61,58,83,39,50,73,70
14,57,15,50,66,99,26,81,6,33
87,66,46,9,78,18,10,98,69,74
87,66,89,56,50,59,22,69,54,11
2,1,51,60,46,94,65,99,55,40
14,41,8,95,83,42,17,11,53,84
64,12,59,85,26,69,92,73,22,38
10,77,75,99,61,49,68,81,85,97
7,88,16,13,12,81,5,21,33,83
28,7,82,30,62,56,31,18,70,50
30,13,32,96,61,43,47,48,11,28
51,20,49,38,48,92,91,67,52,19
61,82,93,62,74,97,99,33,53,95
32,67,40,54,78,34,75,0,71,81
8,50,6,55,90,32,63,99,85,89
