49,3,86,95,94,92,63,16,77,61
34,42,84,55,97,58,48,17,86,10
38,63,86,56,59,85,2,97,93,36
33,73,92,61,12,27,40,84,36,97
99,95,53,86,74,51,72,81,73,16
69,38,99,41,50,55,28,3,31,26
75,86,60,54,3,58,92,46,47,13
39,80,45,62,0,19,63,94,78,90
2,10,73,7,67,77,74,42,96,93
80,64,0,30,82,39,63,19,51,94
76,80,77,10,22,5,3,72,23,26
19,53,14,18,36,16,61,37,78,27
25,62,4,8,15,12,38,29,46,54
79,77,57,58,54,6,43,36,3,75
53,95,34,90,85,67,38,71,97,16
7,24,73,99,80,45,59,19,81,72
77,27,52,39,30,78,99,3,46,81
45,46,34,74,25,27,86,92,5,47
98,63,31,67,99,14,96,51,49,56
44,54,19,46,28,45,4,34,80,22
88,62,22,72,98,79,95,42,73,38
13,87,1,33,27,25,88,42,91,24
74,65,13,99,78,61,82,4,62,32
90,79,31,28,55,61,87,69,82,48
67,81,21,64,82,70,35,8,33,34
56,64,95,94,85,2,43,1,50,42
0,95,16,57,75,21,58,61,30,46
24,98,60,31,44,76,92,39,26,86
48,86,72,89,66,90,43,38,62,59
99,62,27,80,11,78,7,25,47,60
63,9,31,21,25,60,93,91,1,50
99,11,47,98,76,38,28,6,22,96
38,48,15,72,88,75,57,32,2,73
5,25,20,52,99,86,56,60,10,3
36,19,33,81,12,64,20,21,95,13
70,25,43,34,1,79,53,5,7,98
48,58,88,15,70,4,45,16,84,43
39,63,78,62,21,14,83,27,6,85
90,28,13,62,64,34,61,5,73,41
33,79,40,90,89,70,0,97,77,42
62,18,93,43,98,48,26,22,52,23
10,36,41,62,72,31,39,66,35,97
22,71,47,90,16,60,18,9,92,31
74,62,41,12,59,86,67,97,88,20
48,54,92,72,95,82,22,63,41,15
79,40,87,52,26,74,48,0,3,31
16,50,52,15,46,20,84,88,90,76
97,92,19,34,41,78,63,98,86,27
76,55,8,33,62,41,37,72,96,99
15,95,20,79,36,25,54,57,53,44
83,14,78,4,99,45,33,5,93,35
28,71,73,42,14,16,13,7,58,50
54,89,95,75,65,23,12,24,77,80
89,90,47,27,58,92,26,54,45,77
87,18,81,78,28,41,8,48,92,56
0,84,77,37,83,3,29,47,8,85
70,9,32,41,62,46,38,35,17,10
98,39,50,14,72,36,99,37,12,45
30,3,67,75,90,83,58,17,29,21
71,24,30,68,51,39,35,57,95,91
99,28,25,64,17,6,51,11,86,10
33,91,56,72,31,61,5,25,89,21
12,60,31,29,40,79,10,64,82,81
97,84,0,90,13,50,82,92,35,42
48,36,52,72,20,87,7,97,3,69
76,59,35,83,87,77,22,91,5,71
32,47,38,19,41,97,94,30,25,77
93,61,87,28,43,56,49,86,89,53
71,68,79,16,69,47,96,36,72,67
29,67,92,48,15,19,38,58,40,82
67,76,74,30,81,62,15,20,97,52
43,24,78,19,81,91,33,15,37,74
94,99,81,4,67,10,96,84,74,12
78,88,44,71,11,14,96,38,48,28
36,42,61,68,5,8,98,23,48,21
84,56,58,1,48,15,20,33,86,93
54,72,99,49,50,52,66,31,37,58
24,68,7,25,62,78,76,5,77,80
82,13,76,15,9,41,19,78,77,11
24,49,41,67,71,46,6,75,73,52
29,6,55,65,78,1,72,98,7,68
68,7,56,23,20,26,3,82,94,8
68,83,45,34,15,87,17,10,37,1
61,23,36,33,77,12,70,0,27,64
77,7,89,61,70,90,95,69,19,13
1,53,45,34,42,30,20,26,48,49
57,61,68,96,36,84,83,31,39,11
20,9,89,10,46,57,74,35,40,25
39,74,87,91,19,10,71,95,33,84
2,86,31,97,76,58,48,3,89,68
50,27,94,8,28,67,44,33,82,62
5,47,29,94,83,48,65,95,50,41
84,86,82,37,51,7,56,6,55,57
56,44,40,1,97,72,85,86,89,50
10,9,95,74,27,34,54,23,29,42
62,50,49,9,40,58,57,23,60,70
79,53,62,87,23,93,97,85,38,64
14,84,72,81,28,25,0,73,55,61
57,11,95,84,72,82,80,99,62,29
73,16,35,77,19,3,88,79,9,91
