34,58,43,16,40,26,51,50,7,21
84,79,66,3,53,12,73,46,8,98
58,68,46,25,83,62,85,35,95,23
57,44,32,58,17,19,62,53,88,63
72,28,94,85,3,81,58,61,92,20
18,82,81,78,30,24,53,13,71,46
85,14,59,34,19,66,28,61,45,3
62,73,37,96,56,1,2,45,5,80
35,37,63,79,17,23,48,14,68,97
87,31,66,65,21,6,11,7,86,37
55,59,8,0,71,72,41,40,99,95
53,58,30,76,33,12,86,19,51,89
36,81,72,0,26,11,34,95,59,10
35,20,22,71,49,55,12,89,81,90
62,73,41,92,87,50,95,84,75,39
72,3,38,84,23,50,19,49,88,10
94,27,1,31,65,93,58,88,43,22
23,78,87,99,58,61,50,6,89,38
75,9,44,55,25,4,93,61,24,42
33,83,63,4,82,57,75,94,11,99
44,71,38,3,45,60,63,17,89,18
39,13,2,16,69,40,63,27,19,49
28,58,19,41,18,44,8,71,93,60
99,14,87,97,51,12,65,16,53,39
27,7,43,85,5,58,2,30,72,53
17,48,3,77,66,51,61,45,76,96
76,35,39,96,90,42,29,61,73,88
52,67,61,2,69,83,86,60,62,91
94,49,24,87,59,35,37,63,41,0
45,32,51,0,55,95,29,49,27,85
90,25,89,43,69,2,52,40,28,91
80,85,38,72,83,97,15,95,14,22
28,61,94,80,33,1,55,43,11,47
81,88,52,59,43,39,14,32,15,98
79,83,84,55,41,58,76,99,0,70
81,69,27,91,31,94,68,95,83,1
85,38,37,97,24,63,79,31,32,80
4,85,67,94,86,90,6,35,99,41
61,35,34,15,58,29,71,56,4,82
1,42,45,41,24,50,94,65,37,8
61,10,45,55,42,97,40,32,28,88
23,66,28,86,73,83,13,74,80,7
71,21,52,18,22,46,91,33,76,41
12,69,22,1,8,62,16,98,66,41
9,58,52,63,99,93,80,61,89,41
7,55,47,86,10,90,97,73,79,64
60,28,6,0,96,27,45,75,34,16
56,66,68,69,60,38,86,43,22,87
24,14,44,3,58,5,7,31,21,83
37,66,68,86,29,63,51,50,26,35
97,99,8,6,46,51,67,38,75,86
94,28,63,74,53,18,24,75,17,91
57,35,73,97,14,48,85,7,67,77
9,91,12,84,25,86,1,41,58,36
72,31,85,99,81,4,80,18,9,54
97,23,50,83,96,18,13,54,28,16
30,38,58,9,40,90,76,42,61,79
7,98,34,16,96,38,63,35,23,18
28,12,0,62,85,50,45,89,18,66
88,27,9,30,3,53,14,95,51,90
4,29,95,90,50,20,14,72,24,45
63,52,74,35,59,42,77,87,92,67
6,12,2,58,17,31,96,88,50,0
16,55,14,77,98,56,67,49,45,35
39,77,17,89,75,13,79,60,90,72
17,66,28,20,50,85,62,67,18,2
94,32,8,51,57,62,59,45,93,50
32,14,12,17,60,3,95,40,22,9
60,89,73,40,16,77,1,61,9,42
85,87,31,11,39,35,75,27,16,66
73,98,65,0,11,44,83,68,93,89
73,81,22,61,87,72,10,54,19,3
14,93,52,55,12,53,46,90,58,65
73,55,40,30,7,10,71,48,84,34
45,96,74,63,80,98,89,26,32,11
18,77,59,36,72,84,93,38,70,32
8,45,67,56,39,55,62,40,91,43
15,59,21,51,10,84,79,88,98,52
89,56,20,85,86,57,38,30,4,17
50,35,52,59,12,37,18,57,94,13
17,2,56,98,62,28,64,88,22,99
12,41,71,15,14,54,0,81,88,84
21,98,26,39,44,25,37,76,51,17
69,73,37,79,18,78,1,95,96,14
44,36,37,73,78,29,65,84,58,48
80,16,35,40,55,66,81,20,33,87
8,37,57,12,33,5,76,75,99,88
80,38,42,98,28,77,88,48,29,52
87,65,30,64,67,66,57,5,35,41
77,25,22,32,50,44,21,45,51,89
87,59,5,23,21,6,67,9,25,78
78,73,13,55,32,53,18,85,83,39
71,62,25,3,43,2,5,38,23,22
97,73,89,88,52,95,32,67,51,71
51,9,92,53,57,29,82,97,22,77
6,45,17,34,3,93,83,46,88,57
88,24,10,50,89,99,2,33,37,79
42,87,30,0,43,54,25,60,16,86
4,49,3,30,50,6,93,21,67,98
63,17,26,44,65,14,56,36,73,58
