17,3,19,45,21,31,6,71,18,62
22,2,95,82,70,33,12,24,44,35
68,12,60,52,63,48,45,32,36,3
4,43,81,91,70,56,46,63,13,77
31,15,71,96,19,65,39,56,46,70
45,81,92,77,22,70,55,98,2,24
78,31,10,47,61,75,66,37,4,83
21,73,89,77,44,30,84,61,13,54
22,30,63,90,78,52,15,64,4,18
2,83,62,79,81,93,25,73,65,3
49,54,98,70,74,52,61,3,92,99
81,35,8,59,53,66,50,62,65,80
55,9,71,0,93,68,36,83,61,26
10,85,14,18,72,58,83,1,88,0
41,16,58,20,11,70,93,63,22,96
56,91,1,69,77,65,35,81,57,90
50,64,40,55,46,66,90,60,67,39
67,99,14,35,20,97,65,94,81,58
53,31,42,83,39,30,81,79,54,44
77,18,11,56,64,29,73,57,4,7
84,45,41,62,98,81,64,55,86,26
11,35,63,96,53,86,16,24,55,48
16,71,51,47,48,19,72,65,7,73
30,13,92,86,75,47,98,89,46,15
60,50,34,2,14,89,81,82,12,11
39,88,41,75,32,12,34,74,95,76
4,26,70,60,59,71,29,23,88,52
4,43,83,21,93,18,13,90,36,97
69,35,83,8,6,10,56,79,89,34
34,64,98,70,77,3,89,73,93,41
41,59,48,39,27,38,89,15,82,95
65,41,31,14,55,28,85,7,73,66
13,83,36,62,90,74,57,93,12,69
48,42,38,80,86,14,50,74,52,49
77,7,71,6,87,65,8,78,70,37
32,14,91,96,3,35,75,97,13,24
84,52,62,20,80,40,18,75,58,63
15,78,14,43,58,77,71,12,51,76
13,7,76,6,98,81,33,54,18,91
44,19,98,41,3,50,77,47,64,21
68,23,14,45,88,78,6,53,37,82
29,37,97,99,75,56,24,66,12,3
14,42,78,33,97,50,69,55,6,49
0,47,48,84,40,37,29,1,85,14
13,30,78,71,83,29,26,46,43,97
60,17,24,8,56,1,83,73,97,54
63,86,37,28,0,75,40,25,93,67
46,25,10,43,75,13,91,83,59,70
67,37,12,84,1,49,39,78,94,7
45,97,80,11,4,64,0,31,67,56
2,95,76,38,0,49,54,69,52,16
83,84,20,4,13,93,46,33,98,5
35,26,69,25,9,37,31,48,96,28
17,35,40,93,73,21,39,65,64,72
93,10,78,71,6,15,28,25,47,19
42,6,60,12,22,30,56,49,88,18
26,3,71,9,21,11,15,75,16,33
17,53,13,69,25,94,30,85,54,64
46,40,17,8,12,92,71,31,66,32
61,37,87,47,57,51,99,17,48,64
42,82,62,70,86,36,10,83,29,37
4,30,91,14,87,28,86,6,64,59
25,37,6,31,35,45,84,71,2,86
84,68,13,46,79,57,80,88,93,45
50,10,82,85,36,15,77,33,97,69
2,0,71,76,79,30,75,65,82,40
8,50,94,67,74,98,45,35,88,26
36,2,72,46,77,62,82,47,79,69
14,49,59,69,37,12,90,51,82,68
92,31,62,94,59,14,8,53,45,7
65,36,89,75,92,84,24,31,13,25
24,59,97,47,71,99,33,18,94,28
48,36,80,91,7,21,20,8,87,57
74,19,14,43,38,47,83,31,85,12
10,5,93,77,38,33,69,60,34,32
43,66,25,55,87,17,68,28,50,96
97,19,62,73,23,92,7,4,51,28
0,18,49,54,34,97,81,36,74,40
9,87,20,76,47,51,25,91,13,60
25,94,21,92,93,66,4,84,10,77
30,6,98,27,58,84,52,55,33,71
22,21,63,85,55,38,27,65,79,5
69,10,47,60,88,86,68,89,55,42
65,7,49,77,56,17,37,3,14,5
53,40,76,27,49,75,86,38,64,79
55,47,82,40,16,1,5,28,35,57
95,96,86,9,44,65,17,1,40,6
99,27,17,78,85,93,23,7,51,32
85,27,1,67,52,41,49,30,91,64
52,58,25,89,98,15,10,90,48,63
94,21,42,32,75,81,68,27,13,78
91,12,88,67,25,9,74,20,0,16
69,54,24,31,12,95,11,39,59,42
26,81,93,22,61,8,66,67,52,85
4,65,13,75,12,94,82,26,71,2
77,79,5,63,58,42,57,0,51,82
1,53,84,73,0,96,75,43,81,21
68,11,66,64,55,93,31,97,63,36
75,21,3,81,58,97,33,50,24,30
75,61,92,31,2,98,63,64,35,85
